"","Ks_5e-06Kd_0.005","Ks_0.000105Kd_0.105","Ks_0.000205Kd_0.205","Ks_0.000305Kd_0.305","Ks_0.000405Kd_0.405","Ks_0.000505Kd_0.505","Ks_0.000605Kd_0.605","Ks_0.000705Kd_0.705","Ks_0.000805Kd_0.805","Ks_0.000905Kd_0.905","Ks_0.001005Kd_1.005","Ks_0.001105Kd_1.105","Ks_0.001205Kd_1.205","Ks_0.001305Kd_1.305","Ks_0.001405Kd_1.405","Ks_0.001505Kd_1.505","Ks_0.001605Kd_1.605","Ks_0.001705Kd_1.705","Ks_0.001805Kd_1.805","Ks_0.001905Kd_1.905","Ks_0.002005Kd_2.005","Ks_0.002105Kd_2.105","Ks_0.002205Kd_2.205","Ks_0.002305Kd_2.305","Ks_0.002405Kd_2.405","Ks_0.002505Kd_2.505","Ks_0.002605Kd_2.605","Ks_0.002705Kd_2.705","Ks_0.002805Kd_2.805","Ks_0.002905Kd_2.905","Ks_0.003005Kd_3.005","Ks_0.003105Kd_3.105","Ks_0.003205Kd_3.205","Ks_0.003305Kd_3.305","Ks_0.003405Kd_3.405","Ks_0.003505Kd_3.505","Ks_0.003605Kd_3.605","Ks_0.003705Kd_3.705","Ks_0.003805Kd_3.805","Ks_0.003905Kd_3.905","Ks_0.004005Kd_4.005","Ks_0.004105Kd_4.105","Ks_0.004205Kd_4.205","Ks_0.004305Kd_4.305","Ks_0.004405Kd_4.405","Ks_0.004505Kd_4.505","Ks_0.004605Kd_4.605","Ks_0.004705Kd_4.705","Ks_0.004805Kd_4.805","Ks_0.004905Kd_4.905"
"1",3.55586426718062,3.13292749896249,3.26427966291943,2.89936850993286,2.86000673322778,3.07757320507858,3.0313668502707,3.06454467175188,3.03336863374016,3.18195649400328,2.7012580111859,3.17283632411022,3.1877864983116,3.00334309377772,3.25913140910384,2.94935962045463,2.96729104676832,3.12417658996896,2.91170989335041,3.03821092379041,3.02445295096628,2.97646180619743,3.00280332355997,3.28702941414494,2.81065252846727,2.82896433960391,2.90727579641413,3.15640682725895,3.22823411958599,3.15042385181271,3.12867541692264,3.21870968485592,3.19009992499275,3.23491357851944,2.94181128014225,2.96587194898156,3.1716869440455,3.03550640418368,3.03989103135914,3.01858383804229,2.9410886572737,2.93914237653618,3.04557174330201,2.65247201141152,3.0889336729089,3.38846966567939,2.94995261395115,3.18771725634112,3.03292130140357,2.9035421131017
"2",3.07026861969433,2.77019145781466,3.18287345111789,2.88125212530234,3.32712516216124,3.09517002670113,2.73009452738241,2.78656352514306,2.81054680501357,2.93330565970955,2.91570008501936,2.86201727900147,2.97514451770979,3.25197239736012,3.03803977549592,3.19444728329097,2.93988403805878,3.18937528289605,2.84464528143847,2.98736337041608,3.11466748977723,2.93841129211752,3.09583503232625,2.93346140586039,2.99195561291789,2.68371774032186,2.86810314756625,2.96586774292043,2.98120341165401,3.29638293500782,3.1571459687306,3.03548590217987,2.88895856546435,2.67978711387577,2.69300154346107,2.95941427879204,2.89243742727166,2.76945222925791,3.13185273201133,3.03491611443519,2.76101436851601,3.1054209153614,2.9795364568163,2.78008174840009,3.14371878647966,2.84880469869347,3.00811422620573,3.16882622358536,3.07455514110115,2.67358766473824
"3",3.51591021125231,2.67485046876866,3.11563672561396,2.57426794468243,2.93920879448711,3.27801819703085,2.94329093733929,2.91463399552632,2.93433840057642,2.9340153863492,3.13467245918411,3.2713239301334,3.11230921715246,2.87913237761242,3.03128390571767,2.88472671788213,2.94745690866158,2.93186931546256,2.95055232125514,2.90426330508441,3.09415618279222,3.13849835618655,3.00882377809738,3.05107055914552,3.10849295422368,2.95826085997059,3.08819874469917,3.26940691032774,2.9776476834834,2.87124697565565,2.93545648551814,2.81277239141133,2.88428759675983,3.0580064757789,3.19239323567634,3.11864045639462,3.00592519373783,3.08840124381671,3.10729690155212,3.1245067148549,2.8671678006145,2.90900239331389,3.03154863398881,3.12064153114013,2.86340730057057,2.93772387813556,3.25894912887306,2.92321947435223,2.77540619703993,3.20864089621075
"4",2.68209487879167,0.686424074421357,0.104219250763469,0.078186132708824,0.0243018725127713,0.19542045287048,0.102713128247095,0.00176459801949744,0.00133373541257038,0.00121036500143963,0.0835650204312595,0.00117309106402253,0.0161251629662287,0.00117878012241282,0.00118261770457092,0.00118611600681797,0.00118923946910476,0.137429838922988,0.111123612468963,0.113491000080589,0.0342522529250033,0.0012003046369068,0.266368942792353,0.00120347049803867,0.00120492790870677,0.00120625296626019,0.00120744557148965,0.206469174551685,0.13277703542354,0.121145070844863,0.169412040761115,0.00121216636207608,0.0806173039122575,0.224639948666047,0.00121438266491591,0.0012150438722609,0.141354398749093,0.124606761414633,0.339436007992948,0.00121727864535465,0.000337229100342528,0.241822797446466,0.0404545808275802,0.00121904364910634,0.00121946508026751,0.00121986774289262,0.00122025179022956,0.0418473762121639,0.00122096508768761,0.00122129504330878
"5",2.4730969126423,0.7478740342405,0.260369772624176,0.0941878494742939,0.0243018725127713,0.0161402378348258,0.0884872782538853,0.00176459801949744,0.254133122409041,0.0800621321955685,0.135338545669998,0.00117309106402253,0.00117505287062399,0.203045511330066,0.0833516101582915,0.00118611600681797,0.00118923946910476,0.210505040306794,0.198642191217293,0.302660677232545,0.0011984997292744,0.0012003046369068,0.0012019711443516,0.00120347049803867,0.00120492790870677,0.135237198649369,0.327571248165044,0.173079858820773,0.00120956873581248,0.00121051369284573,0.00121138292467035,0.0499924860151457,0.00121300148393533,0.00121367349432735,0.00121438266491591,0.150596662744402,0.0012156562727012,0.00121621911427809,0.00121675837375579,0.0192931953087609,0.0931062840590287,0.00121814443422007,0.146744245223489,0.154548271661958,0.0297505607726196,0.0497042855536742,0.00122025179022956,0.0012206174652936,0.00122096508768761,0.00122129504330878
"6",3.12655783236357,0.728419702808719,0.0714684046671324,0.0128481233499398,0.0243018725127713,0.109472613448629,0.0840063061629313,0.00176459801949744,0.156323767854403,0.108286524689393,0.00117839804763978,0.00117309106402253,0.00117505287062399,0.14242490183462,0.00118261770457092,0.00118611600681797,0.00118923946910476,0.0862239408014042,0.00119449434921785,0.0011967148581903,0.0550728985391,0.0012003046369068,0.0604148502077345,0.133144494949581,0.34348900847914,0.00120625296626019,0.00120744557148965,0.0835475723320823,0.00120956873581248,0.00121051369284573,0.00121138292467035,0.00121216636207608,0.0892768112027916,0.00121367349432735,0.267763473053736,0.0012150438722609,0.0012156562727012,0.138156634019719,0.00121675837375579,0.00121727864535465,0.0118336908494134,0.00121814443422007,0.00121860340440033,0.00121904364910634,0.00121946508026751,0.0692945640415854,0.00122025179022956,0.0012206174652936,0.00122096508768761,0.284000318632918
"7",2.18166514987234,0.144618944166064,0.0230027060897572,0.00370647169702387,0.105633406605402,0.0273128251745994,0.00186714544927608,0.103410109415158,0.00188766900957825,0.139127670987176,0.163412698482668,0.00190508029172764,0.00190891258056553,0.0019121443930203,0.102033375536822,0.0624581294684052,0.00191939640720841,0.10889654381147,0.00192289016499933,0.00192436217136774,0.0864469159257235,0.00192676084961436,0.0402415345216827,0.00192890164592286,0.00192948863133791,0.0729382528332974,0.00193144908048616,0.129498889363874,0.00193274273813915,0.00193334433450699,0.320846159392272,0.19775702692469,0.00193505142977958,0.095941333052657,0.00193605599540998,0.00193630016756494,0.00193688924341154,0.221631388216614,0.00193744254578344,0.00193792943170595,0.0316020024701721,0.00193859231453483,0.00193884045810556,0.0851315285472289,0.00193909302253525,0.0953223035528939,0.00193970544415564,0.120875078395594,0.0257756242670288,0.00194052955773298
"8",3.04033973095609,0.390975012628042,0.0230027060897572,0.0489549980108815,0.241218890437823,0.0189641043640224,0.00186714544927608,0.00187849034177932,0.235425101659619,0.00189479965914423,0.0097080490715452,0.00190508029172764,0.0626421089424607,0.0019121443930203,0.00191490858196288,0.0800250256867726,0.0310589238973363,0.163656695856925,0.00192289016499933,0.162471414605937,0.00192516513598641,0.00192676084961436,0.0635041268185433,0.00192890164592286,0.00192948863133791,0.00193031787733157,0.00193144908048616,0.0946470823819395,0.00193274273813915,0.00193334433450699,0.00193364795193428,0.00193389443974271,0.00193505142977958,0.00193554182104867,0.173697619762376,0.060824940804333,0.166053872996242,0.179393342562791,0.084091996279532,0.00193792943170595,0.00193823443442349,0.00193859231453483,0.060770813160582,0.156057621939571,0.0621164086329794,0.278320313206041,0.00193970544415564,0.108087004111413,0.00194027069836862,0.12761769597378
"9",2.62935305288826,0.170298905551701,0.366449412764791,0.00370647169702387,0.262475490254322,0.00186361499266908,0.00186714544927608,0.00187849034177932,0.225610125425153,0.00189479965914423,0.125951284089219,0.0152498399989519,0.00190891258056553,0.0019121443930203,0.00533951919952972,0.0743200198611506,0.305452828467901,0.0392115020430696,0.00192289016499933,0.00192436217136774,0.134063615204423,0.192489720889607,0.00192698714199555,0.00192890164592286,0.00192948863133791,0.176991150974359,0.00193144908048616,0.230202817382041,0.0187192203306539,0.00193334433450699,0.00193364795193428,0.0716202289881054,0.00193505142977958,0.00193554182104867,0.00193605599540998,0.143908098944179,0.10134736821958,0.00193704048056035,0.0322302907875149,0.298934937283116,0.232615428902928,0.00193859231453483,0.00193884045810556,0.00193878060958786,0.00193909302253525,0.001939403347902,0.213097126449032,0.0019399954086038,0.00194027069836862,0.111079262917703
"10",0.327751889392756,0.101876658919107,0.100241416914027,0.000165841113162531,0.0767137144934553,0.000257255903769567,0.000298876785112896,0.000338107714947944,0.000374621530200411,0.31223107182582,0.000442848823177363,0.129850323557088,0.188176666933434,0.000533196635541264,0.0148008992096894,0.000586051019868685,0.0593507359313641,0.0516082610682903,0.0558535188831642,0.0346865815308359,0.138537350890756,0.278356141786571,0.000740488269886285,0.000758664553602429,0.0529334896827616,0.0565299321979444,0.000810422128170706,0.0879783574459998,0.012201811933856,0.0561407238487829,0.000871225610915665,0.000885504830405421,0.00089870024582932,0.000911729958827192,0.290202625791552,0.000936782308015739,0.0598547085239007,0.000960150529386564,0.127110439478503,0.181878069911613,0.000992526035401644,0.00100329505707063,0.0010133276094009,0.15987178932648,0.00103238093527689,0.00104136903118304,0.198567200715402,0.259018217408345,0.130314508694131,0.119979244968259
